"Activity" "Subject" "timeBodyAccelerationMeanX" "timeBodyAccelerationMeanY" "timeBodyAccelerationMeanZ" "timeBodyAccelerationStandardDeviationX" "timeBodyAccelerationStandardDeviationY" "timeBodyAccelerationStandardDeviationZ" "timeGravityAccelerationMeanX" "timeGravityAccelerationMeanY" "timeGravityAccelerationMeanZ" "timeGravityAccelerationStandardDeviationX" "timeGravityAccelerationStandardDeviationY" "timeGravityAccelerationStandardDeviationZ" "timeBodyAccelerationJerkMeanX" "timeBodyAccelerationJerkMeanY" "timeBodyAccelerationJerkMeanZ" "timeBodyAccelerationJerkStandardDeviationX" "timeBodyAccelerationJerkStandardDeviationY" "timeBodyAccelerationJerkStandardDeviationZ" "timeBodyGyroscopicMeanX" "timeBodyGyroscopicMeanY" "timeBodyGyroscopicMeanZ" "timeBodyGyroscopicStandardDeviationX" "timeBodyGyroscopicStandardDeviationY" "timeBodyGyroscopicStandardDeviationZ" "timeBodyGyroscopicJerkMeanX" "timeBodyGyroscopicJerkMeanY" "timeBodyGyroscopicJerkMeanZ" "timeBodyGyroscopicJerkStandardDeviationX" "timeBodyGyroscopicJerkStandardDeviationY" "timeBodyGyroscopicJerkStandardDeviationZ" "timeBodyAccelerationMagnitudeMean" "timeBodyAccelerationMagnitudeStandardDeviation" "timeGravityAccelerationMagnitudeMean" "timeGravityAccelerationMagnitudeStandardDeviation" "timeBodyAccelerationJerkMagnitudeMean" "timeBodyAccelerationJerkMagnitudeStandardDeviation" "timeBodyGyroscopicMagnitudeMean" "timeBodyGyroscopicMagnitudeStandardDeviation" "timeBodyGyroscopicJerkMagnitudeMean" "timeBodyGyroscopicJerkMagnitudeStandardDeviation" "frequencyBodyAccelerationMeanX" "frequencyBodyAccelerationMeanY" "frequencyBodyAccelerationMeanZ" "frequencyBodyAccelerationStandardDeviationX" "frequencyBodyAccelerationStandardDeviationY" "frequencyBodyAccelerationStandardDeviationZ" "frequencyBodyAccelerationJerkMeanX" "frequencyBodyAccelerationJerkMeanY" "frequencyBodyAccelerationJerkMeanZ" "frequencyBodyAccelerationJerkStandardDeviationX" "frequencyBodyAccelerationJerkStandardDeviationY" "frequencyBodyAccelerationJerkStandardDeviationZ" "frequencyBodyGyroscopicMeanX" "frequencyBodyGyroscopicMeanY" "frequencyBodyGyroscopicMeanZ" "frequencyBodyGyroscopicStandardDeviationX" "frequencyBodyGyroscopicStandardDeviationY" "frequencyBodyGyroscopicStandardDeviationZ" "frequencyBodyAccelerationMagnitudeMean" "frequencyBodyAccelerationMagnitudeStandardDeviation" "frequencyBodyAccelerationJerkMagnitudeMean" "frequencyBodyAccelerationJerkMagnitudeStandardDeviation" "frequencyBodyGyroscopicMagnitudeMean" "frequencyBodyGyroscopicMagnitudeStandardDeviation" "frequencyBodyGyroscopicJerkMagnitudeMean" "frequencyBodyGyroscopicJerkMagnitudeStandardDeviation"
"walkingDownstairs" 4 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.21859832499 -0.479185977111111 -0.0417198960022222 -0.0620852772955556 0.148714808888889 -0.955258881333333 -0.932066041111111 -0.937753794444444 -0.956283703777778 0.00563780215111111 -0.00729137766444444 -0.145759708684667 -0.146242294857778 -0.626646986888889 -0.130695544235689 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.699453537111111 -0.498480800444444 -0.376836122333333 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.816858240222222 -0.325780073711111 -0.3828779236 -0.0819559041111111 -0.173220085088889 -0.0819559041111111 -0.173220085088889 -0.216858921977778 -0.248686553488889 -0.3805726254 -0.311464340375556 -0.637079543555556 -0.664532765333333 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.32253131772 -0.512694303111111 -0.03707036958 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.177202094317778 -0.668867334444444 -0.0602934957244444 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.691518367333333 -0.621658471333333 -0.315400961666667 -0.263644030288889 -0.0744989005466667 -0.280426776955556 -0.197293529442222 -0.457674088 -0.424336848888889 -0.685470931777778 -0.639841461555556
"walkingUpstairs" 4 -0.0319804295729615 -0.114219455519231 -0.204933042903846 -0.0666899105180769 -0.372137777692308 -0.308203036923077 -0.232944304615385 0.0841675382884615 -0.958495235576923 -0.923376019038462 -0.919619453269231 -0.959893172884615 0.0234018993153846 0.00340280836730769 -0.380488027307692 -0.281543175326923 -0.726495311923077 -0.353471385384615 -0.0859471683596154 0.0843753843384615 -0.454431043269231 -0.551185569230769 -0.360811047884615 -0.468334979230769 -0.0390508828865385 -0.0722496260807692 -0.533666803846154 -0.840722752692308 -0.556236584807692 -0.512901916730769 -0.212012300480769 -0.289167169615385 -0.212012300480769 -0.289167169615385 -0.437261477884615 -0.469512080769231 -0.510974134423077 -0.465924799423077 -0.755270457692308 -0.765069869038462 -0.117109161492308 -0.524655722692308 -0.173217219014423 -0.101434446040385 -0.345109817692308 -0.207229546557692 -0.297805187243462 -0.690106934230769 -0.396762584807692 -0.314525030788462 -0.762772175 -0.311554681923077 -0.684310201538462 -0.350765737115385 -0.483548693461538 -0.489824279230769 -0.424533512307692 -0.398766350769231 -0.301005898461538 -0.223144750365385 -0.497324087307692 -0.409987039423077 -0.552489628846154 -0.510848904423077 -0.794209483076923 -0.755965164423077
"laying" 9 -0.020526821662 -0.10754972144 -0.94233309 -0.9162927764 -0.9407072854 -0.94676803 -0.1191541962 0.9578730416 -0.9218210626 -0.9699944882 -0.9712046902 -0.9239076792 0.011561732718 -0.0070536778584 -0.9647404702 -0.9639966798 -0.958562455 -0.9669566892 -0.15890291983 0.101275010682 -0.9422465098 -0.9266185314 -0.9615953704 -0.9470797636 -0.027552256948 -0.0569490475 -0.945329035 -0.9621702422 -0.9770761602 -0.9514617038 -0.91512680016 -0.923290547114 -0.91512680016 -0.923290547114 -0.9550268052 -0.960056587 -0.8985578738 -0.8928114554 -0.9528015598 -0.9582551896 -0.9343665984 -0.9459190006 -0.9409810272 -0.9128367508 -0.9419711636 -0.9429711056 -0.9640828062 -0.955909215 -0.9686013042 -0.966634136 -0.9597147176 -0.9603965374 -0.9345796594 -0.9598150092 -0.9463891504 -0.9231319366 -0.965686312 -0.9304446418 -0.921929738394 -0.9215732614 -0.9550947122 -0.9514344138 -0.9034005814 -0.902421547 -0.9522904702 -0.949150455
"sitting" 9 -0.02701677698 -0.07537846886 -0.9572277914 -0.875141405 -0.83200187268 -0.9616477008 -0.0414258228938 0.085263099144 -0.9552804062 -0.94645197 -0.88585411242 -0.9557381896 0.009817397262 -0.008674672651 -0.9645358564 -0.9567775448 -0.9618894376 -0.9704522674 -0.04142711812 0.0807919285908 -0.9590200492 -0.9191882264 -0.9301768338 -0.962992973 -0.046663441472 -0.052841489994 -0.9645323452 -0.9719274472 -0.9687388914 -0.9673461406 -0.8637564342 -0.8745858716 -0.8637564342 -0.8745858716 -0.9517802432 -0.9577570712 -0.9066063206 -0.8949568358 -0.9663610734 -0.9706900718 -0.911683219 -0.8922013438 -0.956903459 -0.86761360746 -0.818001834824 -0.9580718066 -0.9580073906 -0.9575269752 -0.9666604036 -0.9585229866 -0.9649413418 -0.958128316 -0.9396930078 -0.940312313 -0.9618360162 -0.910583361 -0.9341874784 -0.9515004442 -0.8691725114 -0.876897172 -0.9493949814 -0.9474742358 -0.9064712292 -0.9181058078 -0.9659970148 -0.9650287358
"standing" 9 -0.0200454954022222 -0.0952747481333333 -0.975741252444444 -0.938635759333333 -0.919295805777778 -0.980558838 -0.010383816474 0.00914769235555555 -0.989103160444444 -0.972573867555556 -0.932245295111111 -0.989366848444444 0.0130699796066667 -0.004700785502 -0.969973398888889 -0.963849332888889 -0.970584264666667 -0.971628996222222 -0.060810158296 0.0992409332222222 -0.921990612 -0.946046640444444 -0.939889737333333 -0.926919227111111 -0.0419199574333333 -0.0575743131488889 -0.949105691555556 -0.975036530444444 -0.969726483555556 -0.952161318666667 -0.936105010444444 -0.942209920444444 -0.936105010444444 -0.942209920444444 -0.963764177777778 -0.967345350666667 -0.908291403111111 -0.901227036222222 -0.965287050888889 -0.968294012666667 -0.944849431777778 -0.941686874222222 -0.977579248444444 -0.938790016888889 -0.913896832222222 -0.970062013111111 -0.962624298888889 -0.967129200444444 -0.971278823333333 -0.968234579555556 -0.972588748666667 -0.964401357111111 -0.954514301555556 -0.941510336 -0.924738576444444 -0.941950576888889 -0.944942811777778 -0.915737771333333 -0.940265546444444 -0.940013978222222 -0.963593159555556 -0.961039891333333 -0.910909659555556 -0.910823586222222 -0.964770799111111 -0.962126776888889
"walking" 9 -0.0180891971284423 -0.110820512307692 -0.238353562692308 -0.201696960826923 -0.0579636469030769 -0.274019834615385 -0.0314341738730769 -0.115856121080385 -0.980971973653846 -0.971242423076923 -0.955523995576923 -0.981191667692308 0.0212255910017308 0.00414762740192308 -0.206733787961538 -0.276929933846154 -0.409764526153846 -0.144142941961538 -0.0625598710615385 0.111629779896154 -0.476163506730769 -0.467054167884615 -0.265683521346154 -0.477721646346154 -0.0356283427038462 -0.0633406620592308 -0.526985309038462 -0.549200228076923 -0.457881494038462 -0.533228818846154 -0.37942877 -0.438346066346154 -0.37942877 -0.438346066346154 -0.317113487115385 -0.321795386865385 -0.489725811538462 -0.432959258653846 -0.599866472692308 -0.609909460384615 -0.257677616153846 -0.250806259788462 -0.218019977423077 -0.223972558596154 -0.0337965256573077 -0.203955246984615 -0.367706595 -0.399541245192308 -0.170228340134423 -0.228380473480769 -0.419104362884615 -0.127951391203904 -0.436905860576923 -0.240222512134615 -0.507404512692308 -0.490990336346154 -0.342367223269231 -0.406706326153846 -0.513891953269231 -0.385332499423077 -0.322337536730769 -0.339955324980769 -0.562714528653846 -0.518834853076923 -0.624351923653846 -0.619287591730769
"walkingDownstairs" 9 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.208310705504762 -0.00771530035714285 0.118335010390476 -0.0352304645104762 -0.082276174942619 -0.952141220714286 -0.936306558809524 -0.876641297380952 -0.953754701666667 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.3094424725 -0.359513362761905 -0.0168789911071429 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.340765233142857 -0.279685150191905 -0.403840823119048 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 -0.448602451190476 -0.417239550952381 -0.510942580238095 0.265120131365238 0.053675263752381 0.265120131365238 0.053675263752381 0.039907818552381 0.00852368556666667 -0.322331464761905 -0.250500375542857 -0.455855425238095 -0.49337422452381 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.273561385142857 -0.0349494927142857 0.259879249197619 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.355981821428571 -0.425377408333333 0.14116754502381 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.364282565714286 -0.356561471714286 -0.383668818459524 0.0888671674047619 0.32087790447619 0.0705526138333333 0.0743221814166667 -0.424170737142857 -0.352978308571429 -0.485158906904762 -0.459986449142857
"walkingUpstairs" 9 -0.0195101099975714 -0.125219003959184 -0.36144437755102 -0.302206203816327 -0.253434083542857 -0.402154409387755 -0.0377947824285714 -0.266009866857143 -0.954383557142857 -0.901317321632653 -0.89407107877551 -0.954435607755102 0.00126612218367347 0.00766046602367347 -0.335291644693878 -0.586147012244898 -0.647296002040816 -0.309042786918367 -0.0412587909579592 0.14569462592449 -0.343976630734694 -0.400859067959184 -0.138176481058776 -0.342788586163265 -0.0302797452408163 -0.0236327911183673 -0.660419534285714 -0.708604774693878 -0.65711420122449 -0.652088643469388 -0.400222037142857 -0.486709457755102 -0.400222037142857 -0.486709457755102 -0.445485397959184 -0.474557246938775 -0.425839761428571 -0.359091064081633 -0.748651255510204 -0.756373094081633 -0.405022798163265 -0.384710423408163 -0.369815777346939 -0.297641062755102 -0.244081808302041 -0.261493769693878 -0.608498592040816 -0.615125710612245 -0.327421989591837 -0.590112916530612 -0.677831082857143 -0.255612595530612 -0.499159202857143 -0.327698671183673 -0.361626377102041 -0.352033091612245 -0.165554554220408 -0.323057719693878 -0.509929461428571 -0.377528037959184 -0.484935752040816 -0.411633873469388 -0.456841325204082 -0.423246830714286 -0.787781590816326 -0.740162925102041
"laying" 10 -0.024294484137931 -0.117168642362069 -0.968283685 -0.946454302068966 -0.95947148637931 -0.971360300862069 -0.139297681034483 -0.031121624137931 -0.954531941896552 -0.966701156034483 -0.963045642431035 -0.955430987068966 0.015698997097069 0.00716689586275862 -0.978007466724138 -0.966930793448276 -0.976256662586207 -0.979247219482759 -0.0770325657265517 0.104720478344828 -0.961713199827586 -0.953660207586207 -0.971940597413793 -0.966329291206897 -0.0388797920413793 -0.0590744912758621 -0.965900578103448 -0.966621040344828 -0.983949302758621 -0.970005908275862 -0.940301654482759 -0.944965189655172 -0.940301654482759 -0.944965189655172 -0.967556980689655 -0.972016680344828 -0.927471165517241 -0.924510234137931 -0.959632931551724 -0.964437568965517 -0.954341849137931 -0.964300845172414 -0.96796803862069 -0.946229148258621 -0.959813667810345 -0.967564717068966 -0.968039173793103 -0.972592212931034 -0.978904364137931 -0.968120692241379 -0.978582339137931 -0.974992943103448 -0.954670034482759 -0.969755777241379 -0.96454456637931 -0.953453496551724 -0.975298797068965 -0.956683402931034 -0.944304974655172 -0.948470481034483 -0.965377553448276 -0.963152197758621 -0.933701315344828 -0.930828794655172 -0.960772875517241 -0.957624963793103
"sitting" 10 -0.015042681852037 -0.104253238796296 -0.982901825925926 -0.917979529962963 -0.967826981666667 -0.984285968148148 -0.041260775 0.20253457287037 -0.973128354074074 -0.935690006481481 -0.966898520555556 -0.974069460925926 0.00897875458703704 -0.00499566427666667 -0.988946414074074 -0.980756789814815 -0.988255803703704 -0.989942966666667 -0.0679993598888889 0.0745958869444444 -0.988873097222222 -0.984373304814815 -0.960445962037037 -0.989436990740741 -0.0411216540925926 -0.048941191502963 -0.992326657222222 -0.992584494814815 -0.990259813148148 -0.993434527962963 -0.939669591481481 -0.944983727592593 -0.939669591481481 -0.944983727592593 -0.985209856296296 -0.986532775185185 -0.963064577592593 -0.956751771481481 -0.991696196481481 -0.99290007962963 -0.9404502 -0.97464465462963 -0.982242427777778 -0.912838063018519 -0.966121042592593 -0.98407962037037 -0.980962856111111 -0.986056767777778 -0.989550917407407 -0.982045591111111 -0.98911086 -0.986881582222222 -0.986179215555556 -0.96539546962963 -0.989712360740741 -0.983579646666667 -0.962418559814815 -0.988109303888889 -0.941511952777778 -0.949595968518519 -0.983266741481482 -0.982226044259259 -0.962459956111111 -0.96923113462963 -0.991409100925926 -0.990854364074074
"standing" 10 -0.0155418603409091 -0.107964083931818 -0.978403481818182 -0.919561843409091 -0.941271440454545 -0.984416503181818 -0.0431597830454545 0.0346980210431818 -0.991259485 -0.975410724090909 -0.959579657727273 -0.991358559772727 0.0119007630575 -0.00485841031477273 -0.964311490454545 -0.941328663409091 -0.9764306 -0.96911274 -0.0876820486363636 0.103251560681818 -0.929895057954545 -0.958861164090909 -0.953681099545455 -0.934978967954545 -0.0371593000727273 -0.0584162547045455 -0.950367548409091 -0.976445016590909 -0.969051030681818 -0.955106734318182 -0.937264537954545 -0.946125056818182 -0.937264537954545 -0.946125056818182 -0.952058214545455 -0.959504946818182 -0.920486810227273 -0.915446674545455 -0.964409410454545 -0.968539220909091 -0.923378745227273 -0.955272383863636 -0.982949246136364 -0.921860476590909 -0.938098683181818 -0.976627932727273 -0.942187760454545 -0.972241512272727 -0.968612135909091 -0.944847393636364 -0.979428729090909 -0.959497702272727 -0.960323800909091 -0.950915730909091 -0.932273942727273 -0.958399857954545 -0.958901257272727 -0.920014388863636 -0.945048242954545 -0.940874745 -0.952105964545455 -0.949719224090909 -0.922961550454545 -0.922408898863636 -0.965055815454545 -0.9617729225
"walking" 10 -0.017022351190566 -0.109057512132075 -0.178709734396226 -0.0227431651698113 -0.395645072075472 -0.24733005790566 -0.0838277013962264 0.0549276242264151 -0.974435158113208 -0.971114719811321 -0.957862728301887 -0.974889536981132 0.00408248792641509 -0.0162953195396226 -0.0521991013207547 0.0750804952113207 -0.511662905849057 -0.0556319089849057 -0.0819540783760943 0.0986695731160377 -0.414205475283019 -0.250853318679245 -0.174524868603774 -0.419272329622641 -0.0519204981037736 -0.0611262928849057 -0.366063723207547 -0.509683327924528 -0.329079492641509 -0.343898269811321 -0.185602396067925 -0.29065823009434 -0.185602396067925 -0.29065823009434 0.037608338009434 -0.0382092248715094 -0.402025135660377 -0.322770952830189 -0.501027916603774 -0.516205243962264 0.0533911909886792 -0.41218272245283 -0.206366497226415 -0.129775706316981 -0.435304215660377 -0.0656030473007547 0.0309052018326415 -0.464020508867925 -0.0791518267107547 0.0484867672264151 -0.558512650188679 0.0717956619245283 -0.345209034528302 -0.108530029881132 -0.458292932830189 -0.204392821584906 -0.273292866226415 -0.332955431886792 -0.370471943962264 -0.204657727362264 0.0502087634986792 0.104409643150943 -0.499759796981132 -0.415767771320755 -0.517675799056604 -0.475174984150943
"walkingDownstairs" 10 -0.0200050770710526 -0.110848597247368 0.295733547631579 0.00407915363157895 -0.183557562032895 0.238117344078947 -0.0646160768947368 0.0418715409263158 -0.939267613157895 -0.937003823684211 -0.902085224736842 -0.939334077631579 0.0107824902368421 0.000152617173684209 0.223275806105263 -0.105020355562895 -0.318188417289474 0.255722136315789 -0.106742538831579 0.0724433685578947 -0.304745377026316 -0.311407525263158 -0.0353021837 -0.312296409592105 -0.0489378053157895 -0.0720413112078947 -0.416986139210526 -0.471650977631579 -0.227137389605263 -0.393010115 0.156998205421053 0.0406740812868421 0.156998205421053 0.0406740812868421 0.110877231263158 0.063710069831579 -0.280382850552632 -0.215889363886842 -0.494105756315789 -0.519025839736842 0.00904660360263158 -0.157728357742105 0.324957743157895 -0.0633337717526316 -0.268686170263158 0.286956700894737 -0.119504295573684 -0.240679035428947 0.156912678626316 -0.153355802565789 -0.396147929736842 0.373114657894737 -0.272495710342105 0.0391366814342105 -0.339514358157895 -0.343237004473684 -0.1503916379 -0.2539319895 -0.0616742840815789 0.120839970868421 0.0380266696789474 0.122691750894737 -0.387780104447368 -0.303587396652632 -0.544988519210526 -0.496849663421053
"walkingUpstairs" 10 -0.0143854920340426 -0.118180420834043 -0.161591924234043 -0.00555287692765957 -0.0738744931340426 -0.215119113212766 -0.0565670278723404 0.0227527702016383 -0.959216072340425 -0.937039417446809 -0.864745838297872 -0.960820662978723 0.0266314282191489 -0.0513375831851064 -0.187220175510638 -0.177803083425532 -0.607520480212766 -0.181765060444681 -0.0954600216446809 0.0879664182957447 -0.308534708121277 0.0411724668680851 -0.320509332297872 -0.320173713744681 -0.0372348522521277 -0.036502173787234 -0.427291343617021 -0.60462905787234 -0.482244799361702 -0.413872624468085 -0.211537480214383 -0.299405033617021 -0.211537480214383 -0.299405033617021 -0.226010197889362 -0.296263859893617 -0.113062673542979 -0.018410212212766 -0.618272355319149 -0.639660338510638 -0.0390688222212766 -0.301206408085106 -0.171957349438298 -0.051628469647234 -0.0342347233914894 -0.109265107006383 -0.206872839212766 -0.553230667234043 -0.247598320858298 -0.202796129097872 -0.662894135319149 -0.0766956422638298 -0.235858986212766 -0.262763367170213 -0.34130162006383 0.171735785297872 -0.403822082765957 -0.233978385808511 -0.361437534680851 -0.230683346212766 -0.334365043829787 -0.212984425446809 -0.166969377765957 -0.128509983978723 -0.67129056212766 -0.614759832553191
"laying" 12 -0.0175203917146667 -0.108160125666667 -0.95531868 -0.949072009333333 -0.9483338435 -0.958692528166667 0.8033788345 0.2750431984 -0.936458309333333 -0.974396492666667 -0.9596439555 -0.938340781833333 0.00774408308 -0.0043714837772 -0.969276283333333 -0.962639526833333 -0.970629308166667 -0.970725078166667 -0.0835537350333333 0.14519184795 -0.966090742 -0.953873893833333 -0.950157442166667 -0.9692430665 -0.0410675310833333 -0.0678909002816667 -0.9671982025 -0.965900370833333 -0.969953929666667 -0.971329147 -0.936542686833333 -0.943210119333333 -0.936542686833333 -0.943210119333333 -0.962580915166667 -0.966619941333333 -0.935725715833333 -0.931929724666667 -0.962012018333333 -0.9667227685 -0.951265971 -0.954724801666667 -0.955207641833333 -0.9506400405 -0.948380833666667 -0.9560047545 -0.963223332 -0.967149695166667 -0.972820011166667 -0.964703656833333 -0.972713844666667 -0.965372294333333 -0.95256172 -0.9456732415 -0.969254585333333 -0.955343675666667 -0.956424382333333 -0.961609583 -0.942133255166667 -0.941546681766667 -0.961653004 -0.958136656 -0.940373827666667 -0.9392190415 -0.961911612333333 -0.959499645666667
"sitting" 12 -0.0157892988523529 -0.106307228960784 -0.982568781960784 -0.92858124 -0.939661889019608 -0.984983238039216 0.0830509010823529 0.0885640696078431 -0.985203642352941 -0.963641979215686 -0.956208629607843 -0.985272210980392 0.0105990504054902 -0.0020457599227451 -0.976494200784314 -0.964047461568627 -0.97911346627451 -0.977347057254902 -0.0751980398235294 0.0728462158235294 -0.974425351960784 -0.960497127647059 -0.951552533137255 -0.976376550784314 -0.0387477474705882 -0.0515634091411765 -0.977329927254902 -0.979347830784314 -0.977138953921569 -0.978615149607843 -0.947517100196078 -0.952757776470588 -0.947517100196078 -0.952757776470588 -0.972745892745098 -0.974896845686275 -0.946769241568627 -0.942803591176471 -0.978260535882353 -0.980427190980392 -0.942768016862745 -0.954626628823529 -0.98399947745098 -0.926033975686275 -0.935916958235294 -0.980594514705882 -0.964236191372549 -0.975551564117647 -0.977980349019608 -0.966538919607843 -0.981408871764706 -0.972588600784314 -0.963725248823529 -0.955718183921569 -0.976339901372549 -0.959040695686274 -0.954769877647059 -0.970452426078431 -0.950647188823529 -0.950193840980392 -0.972951443333333 -0.969654469019608 -0.948460978823529 -0.950148160392157 -0.979256387058824 -0.978302887058824
"standing" 12 -0.0169002543196721 -0.105526999754098 -0.981243992459016 -0.923140254098361 -0.920684800114754 -0.984312951803279 -0.21886535557377 -0.0395382767304918 -0.985314210491803 -0.970482614590164 -0.939534099016393 -0.985944493606557 0.0100480041062295 -0.00788131384131148 -0.972440195081967 -0.953203115409836 -0.975556976885246 -0.974255826393443 -0.0700083750360656 0.074256819 -0.883655251803279 -0.941469207540984 -0.950364757540984 -0.887100640655738 -0.0409520826508197 -0.0482863736885246 -0.955415641803279 -0.971195487377049 -0.973689389672131 -0.956881728196721 -0.935232945245902 -0.940875575081967 -0.935232945245902 -0.940875575081967 -0.962678857213115 -0.967248019180328 -0.852271618032787 -0.841344246229508 -0.961923171967213 -0.96672764147541 -0.932775677704918 -0.947178200163934 -0.983647207377049 -0.922852028360656 -0.914189183770492 -0.979413740327869 -0.95329178 -0.971122527868852 -0.975581439016393 -0.95666634442623 -0.978792832786885 -0.96883578147541 -0.948251856721312 -0.95260195295082 -0.884385204098361 -0.938529853770492 -0.954335764426229 -0.891061623934426 -0.939741929016393 -0.939842503606557 -0.964145595245902 -0.957746820491803 -0.850033171967213 -0.866714512622951 -0.962909739016393 -0.958764413442623
"walking" 12 -0.015560927606 -0.10316110632 -0.128898533096 -0.122783290008 -0.4106060626 -0.17486906168 -0.1559834498 -0.03608428788 -0.97911312 -0.9646191738 -0.9502762272 -0.9795980258 0.0197766948336 0.005025870328 -0.01350661106 -0.089404968585 -0.512276838 -0.017184706222 -0.03442910782 0.0999739123004 -0.5462634706 -0.4494013978 -0.35017028664 -0.5689720562 -0.049852604592 -0.0467338151926 -0.3908072382 -0.581290691 -0.4806421996 -0.398070388 -0.23697286882 -0.3424531686 -0.23697286882 -0.3424531686 -0.02028505044 -0.075956242686 -0.4132083408 -0.3377061764 -0.5488904506 -0.5602183082 -0.071302455092 -0.4223253002 -0.160707260634 -0.20851528006 -0.4521466944 0.00108813276588 -0.1413740705982 -0.4913861728 -0.03105929456 -0.094056408433 -0.5314863218 0.117497797576 -0.4678863378 -0.31728248436 -0.5931428818 -0.4437983296 -0.4222565212 -0.4691507946 -0.4088962994 -0.27334790892 -0.013953908696 0.031236851578 -0.4948022154 -0.4459583272 -0.5649340126 -0.5442967632
"walkingDownstairs" 12 -0.018084266865793 -0.10955593226087 0.0424084916086956 0.11083534373913 -0.425017413478261 -0.0420531993521739 -0.178702175434783 -0.0561050624630435 -0.959504017391304 -0.94329842826087 -0.935399348043478 -0.960208558913043 -0.0119289154608696 0.00485262425869565 0.00631914373913043 0.0629216671304348 -0.498655793478261 -0.0120002827630435 -0.0427336692521739 0.0895434978391304 -0.362143061643478 -0.47628774326087 -0.337806681456522 -0.38273441523913 -0.0609177195869565 -0.0653239980021739 -0.278608163891304 -0.517479109130435 -0.365232197456522 -0.302399491017391 0.0972608274652174 -0.0681092105434783 0.0972608274652174 -0.0681092105434783 0.0655781271934783 0.0109839467 -0.32045862629 -0.246492117478261 -0.452449935 -0.495137476495 0.150510001156522 -0.402121221521739 0.0483347068913043 0.016749510173913 -0.48739012673913 0.0690598993608696 0.00639406888695652 -0.451614324565217 -0.072311431676087 0.0515123126413043 -0.544461425869565 0.158201358208696 -0.420631474130435 -0.212767364326087 -0.4223632375 -0.518923134565217 -0.448512990434783 -0.270050012621739 -0.105124972078261 0.0935987259630435 0.0420631251108696 0.0783890711 -0.423553971956522 -0.365202563978261 -0.486780424347826 -0.439436263478261
"walkingUpstairs" 12 -0.0263574903403846 -0.107339730115385 -0.290149192307692 -0.103818259823077 -0.436697425576923 -0.342332983846154 -0.259144202692308 -0.0702503820961538 -0.960246289807692 -0.941378352307692 -0.938071183269231 -0.961290661730769 -0.00689494886730769 0.00906662793461539 -0.359856972115385 -0.311328991057692 -0.719336352692308 -0.381516886923077 -0.0411314519307692 0.0898022757730769 -0.526659296134615 -0.522949798269231 -0.349614606153846 -0.543441878884615 -0.0335406569057692 -0.0653167291865385 -0.549999188461539 -0.761195612692308 -0.606412096538462 -0.549456312884615 -0.285844036153846 -0.404332977115385 -0.285844036153846 -0.404332977115385 -0.329827968269231 -0.395201884423077 -0.525686949063462 -0.4840074445 -0.713406712307692 -0.727238238269231 -0.168341519859615 -0.560841212692308 -0.278929748076923 -0.130175559028846 -0.418599992115385 -0.247000870480769 -0.333077590961538 -0.687929868653846 -0.39060122 -0.335926381307692 -0.750114855961538 -0.264433152115385 -0.604711316153846 -0.406080936346154 -0.5604629635 -0.483918390576923 -0.396095719423077 -0.456313207865385 -0.395285130961538 -0.306137936365385 -0.346565141730769 -0.324244315730769 -0.564435086711538 -0.539189023326923 -0.733130764423077 -0.714022029230769
"laying" 13 -0.020440454366129 -0.104331864532258 -0.968891989354839 -0.950947949516129 -0.950392995483871 -0.971568146129032 0.656400944354839 0.598884988709677 -0.957875244677419 -0.975948136290323 -0.959892863709677 -0.95987646 0.0183441894580645 -0.00988389709596774 -0.98541995 -0.980152342903226 -0.983070657419355 -0.987210445806452 -0.0966250701451613 0.117819614790323 -0.972143470322581 -0.96270462 -0.967350513709677 -0.973517339516129 -0.0417744000370968 -0.0648770419677419 -0.981404742903226 -0.978854747419355 -0.989801549193548 -0.985753869354839 -0.947944746612903 -0.95429775 -0.947944746612903 -0.95429775 -0.980066243387097 -0.98319171 -0.944687480967742 -0.939885001774194 -0.975113305645161 -0.978974535967742 -0.965843757258064 -0.966295582741935 -0.966960088387097 -0.947462328225806 -0.945852135806452 -0.973291638225806 -0.980375137419355 -0.980994601935484 -0.98707817516129 -0.981394261612903 -0.983670049354839 -0.983163389193548 -0.968689729193548 -0.969126880322581 -0.973446792419355 -0.959944126451613 -0.969797214516129 -0.973254978548387 -0.949431319193548 -0.954284213387097 -0.978044349516129 -0.97757439 -0.946133432096774 -0.952685936451613 -0.972798632258065 -0.972570188548387
